,index,title,price,deal,location,shop,url,profit,tmall,mall,brand,pricelevel,province,city
46,47.0,肌肤之钥CPB口红瑰丽唇膏4g 持久不脱色 滋润显色易上色专柜正品,660.0,440.0,浙江 杭州,肌肤之钥官方旗舰店,//detail.tmall.com/item.htm?id=533073361276&ns=1&abbucket=13,290400.0,天猫,商家,其他,400以上,浙江, 杭州
52,84.0,洛梵诗顾里色口红持久保湿哑光不脱色韩国学生橘色橘红色防水滋润,45.0,4181.0,广东 广州,洛梵诗旗舰店,//detail.tmall.com/item.htm?id=565210519403&ns=1&abbucket=13,188145.0,天猫,商家,其他,40-60,广东, 广州
53,86.0,Chanel香奈儿口红正品专柜官方旗舰店打折43 58 #色号圣诞限量版,244.0,2979.0,香港 新界,依时国际化妆品海外专营店,//detail.tmall.com/item.htm?id=559886012486&ns=1&abbucket=13,726876.0,天猫,商家,Chanel/香奈儿,240-260,香港, 新界
60,95.0,【官方正品】阿玛尼黑管口红唇釉 持久保湿不脱色人鱼姬斩男色500,310.0,5935.0,江苏 苏州,阿玛尼美妆官方旗舰店,//detail.tmall.com/item.htm?id=562055723936&ns=1&abbucket=13,1839850.0,天猫,商家,其他,300-320,江苏, 苏州
63,98.0,[春春同款]欧莱雅口红纷泽滋润唇膏 色泽持久保湿枫叶色南瓜色619,125.0,4214.0,上海,欧莱雅官方旗舰店,//detail.tmall.com/item.htm?id=7904836346&ns=1&abbucket=13,526750.0,天猫,商家,其他,120-140,上海,上海
66,102.0,大理石纹持久保湿不脱色学生初学者西柚粉土橘南瓜色咬唇妆狗口红,48.0,343.0,广东 汕头,冰之恋化妆品旗舰店,//detail.tmall.com/item.htm?id=567013562907&ns=1&abbucket=13,16464.0,天猫,商家,其他,40-60,广东, 汕头
67,103.0,【直营】TOM FORD汤姆福特黑金黑管唇膏口红tf口红8 9 10 15 16,389.0,2473.0,浙江 杭州,天猫国际官方直营,//detail.tmall.com/item.htm?id=548916330692&ns=1&abbucket=13,961997.0,天猫,商家,Ford/福特,380-400,浙江, 杭州
71,107.0,MAC/魅可星闪唇 Glittery正品子弹头口红唇膏 保湿不沾杯cockney,170.0,4417.0,浙江 杭州,mac魅可官方旗舰店,//detail.tmall.com/item.htm?id=564873877199&ns=1&abbucket=13,750890.0,天猫,商家,MAC/魅可,160-180,浙江, 杭州
73,109.0,卡姿兰口红套装持久保湿不脱色不沾杯韩国防水小样礼抖音同款正品,99.0,7757.0,北京,卡姿兰宏达美景专卖店,//detail.tmall.com/item.htm?id=564333421411&ns=1&abbucket=13,767943.0,天猫,商家,其他,80-100,北京,北京
75,111.0,Dior/迪奥口红烈艳蓝金唇膏999/520/888哑光滋润双色夹心专柜正品,227.0,3783.0,江苏 常州,进鑫铭帮化妆品专营店,//detail.tmall.com/item.htm?id=37828059959&ns=1&abbucket=13,858741.0,天猫,商家,Dior/迪奥,220-240,江苏, 常州
76,112.0,卡姿兰口红小样套装持久保湿不脱色韩国防水不沾杯盒抖音同款正品,99.0,10051.0,北京,卡姿兰瑞鼎诚专卖店,//detail.tmall.com/item.htm?id=563912164923&ns=1&abbucket=13,995049.0,天猫,商家,其他,80-100,北京,北京
77,113.0,口红正品持久保湿不脱色不沾杯防水滋润学生枫叶红抖音同款非韩国,39.9,18138.0,广东 广州,肌肤之食旗舰店,//detail.tmall.com/item.htm?id=558487189291&ns=1&abbucket=13,723706.2,天猫,商家,其他,20-40,广东, 广州
79,115.0,欧莱雅彩妆纷泽滋润唇膏南瓜色口红619持久保湿不脱色防水正品,119.9,11327.0,江苏 苏州,欧莱雅彩妆旗舰店,//detail.tmall.com/item.htm?id=563367801510&ns=1&abbucket=13,1358107.3,天猫,商家,其他,100-120,江苏, 苏州
81,117.0,正品Tom Ford/汤姆福特黑金黑管TF口红2g3g 06/16/08/15#保湿唇膏,269.0,2826.0,香港 新界,美丽聚海外专营店,//detail.tmall.com/item.htm?id=556099255879&ns=1&abbucket=13,760194.0,天猫,商家,Ford/福特,260-280,香港, 新界
86,122.0,Dior/迪奥烈艳蓝金唇膏口红888/999哑光持续滋润080/520/028经典,249.0,1430.0,广东 深圳,千色店旗舰店,//detail.tmall.com/item.htm?id=523980396616&ns=1&abbucket=13,356070.0,天猫,商家,Dior/迪奥,240-260,广东, 深圳
87,123.0,【官方正品】阿玛尼小细管口红唇膏 清新滋润保湿 珊瑚粉西柚色,320.0,2874.0,江苏 苏州,阿玛尼美妆官方旗舰店,//detail.tmall.com/item.htm?id=562507506831&ns=1&abbucket=13,919680.0,天猫,商家,其他,320-340,江苏, 苏州
89,125.0,ZEESEA滋色口红持久保湿不易脱色枫叶红斩男色橙色豆沙色正品唇膏,79.0,18939.0,广东 广州,zeesea旗舰店,//detail.tmall.com/item.htm?id=555908423716&ns=1&abbucket=13,1496181.0,天猫,商家,其他,60-80,广东, 广州
90,126.0,chanel香奈儿圣诞限量版口红正品专柜官方旗舰店43 58 62 99打折,248.0,3258.0,香港 新界,memebox海外旗舰店,//detail.tmall.com/item.htm?id=564920352678&ns=1&abbucket=13,807984.0,天猫,商家,Chanel/香奈儿,240-260,香港, 新界
93,129.0,DIOR迪奥烈焰烈艳蓝金唇膏dior口红999 888 520 金属色哑光滋润,268.0,2053.0,上海,魅力惠官方旗舰店,//detail.tmall.com/item.htm?id=552249788874&ns=1&abbucket=13,550204.0,天猫,商家,Dior/迪奥,260-280,上海,上海
94,130.0,【官方正品】纪梵希小牛皮口红高定香榭丝缎唇膏 持久滋润不脱色,320.0,2304.0,上海,givenchy纪梵希官方旗舰店,//detail.tmall.com/item.htm?id=563771291061&ns=1&abbucket=13,737280.0,天猫,商家,Givenchy/纪梵希,320-340,上海,上海
106,142.0,美宝莲纵情耀绝色持久唇膏小灯管口红保湿豆沙色玻璃唇不拔干显色,94.0,3265.0,上海,美宝莲悦宁专卖店,//detail.tmall.com/item.htm?id=558481653045&ns=1&abbucket=13,306910.0,天猫,商家,Maybelline/美宝莲,80-100,上海,上海
108,144.0,3支装口红持久保湿不易脱色防水唇膏韩国学生款可爱正品豆沙色不,17.8,90015.0,浙江 金华,健美创研旗舰店,//detail.tmall.com/item.htm?id=561154183403&ns=1&abbucket=13,1602267.0,天猫,商家,其他,0-20,浙江, 金华
112,148.0,美宝莲好气色轻唇膏 持久滋润口红不易褪色唇彩初学者适用正品,79.0,6318.0,上海,美宝莲旗舰店,//detail.tmall.com/item.htm?id=39876413435&ns=1&abbucket=13,499122.0,天猫,商家,Maybelline/美宝莲,60-80,上海,上海
116,152.0,卡姿兰口红持久保湿不脱色韩国防水不沾杯抖音同款学生款可爱正品,99.0,2802.0,北京,卡姿兰瑞鼎诚专卖店,//detail.tmall.com/item.htm?id=43362037719&ns=1&abbucket=13,277398.0,天猫,商家,其他,80-100,北京,北京
118,154.0,MAC/魅可棒棒糖唇釉 玻璃唇口红少女唇膏清新唇彩 持久保湿不脱色,210.0,4677.0,浙江 杭州,mac魅可官方旗舰店,//detail.tmall.com/item.htm?id=546677172425&ns=1&abbucket=13,982170.0,天猫,商家,MAC/魅可,200-220,浙江, 杭州
119,155.0,碧奥泉胡萝卜素口红持久保湿不脱色韩国防水学生款不沾杯孕妇正品,36.0,36479.0,广东 广州,碧奥泉旗舰店,//detail.tmall.com/item.htm?id=534769317751&ns=1&abbucket=13,1313244.0,天猫,商家,其他,20-40,广东, 广州
121,157.0,维生素口红套装 持久保湿不易脱色迷你小样组合姨妈南瓜豆沙色,34.9,49638.0,福建 漳州,bonosidan宝罗丝丹旗舰店,//detail.tmall.com/item.htm?id=563437086099&ns=1&abbucket=13,1732366.2,天猫,商家,其他,20-40,福建, 漳州
123,159.0,【官方正品】纪梵希禁忌之吻漆光唇膏变色口红持久滋润正品不脱色,320.0,1989.0,上海,givenchy纪梵希官方旗舰店,//detail.tmall.com/item.htm?id=563574446642&ns=1&abbucket=13,636480.0,天猫,商家,Givenchy/纪梵希,320-340,上海,上海
124,160.0,果冻口红持久保湿不脱色不沾杯防水滋润补水唇彩学生正品变色唇膏,35.9,5748.0,广东 广州,肌肤之食旗舰店,//detail.tmall.com/item.htm?id=562491721356&ns=1&abbucket=13,206353.19999999998,天猫,商家,其他,20-40,广东, 广州
125,161.0,【新品上市】shu uemura植村秀Yazbukey柔雾唇膏口红鞠婧祎同款,215.0,2090.0,上海,植村秀官方旗舰店,//detail.tmall.com/item.htm?id=528030330786&ns=1&abbucket=13,449350.0,天猫,商家,其他,200-220,上海,上海
126,162.0,专柜正品迪奥烈艳蓝金唇膏口红999哑光夹心888滋润028/520豆沙567,225.0,3548.0,浙江 杭州,小也官方旗舰店,//detail.tmall.com/item.htm?id=36940398776&ns=1&abbucket=13,798300.0,天猫,商家,Dior/迪奥,220-240,浙江, 杭州
128,164.0,卡姿兰口红保湿不易脱色咬唇妆口红保湿滋润唇膏颜控口红,98.0,6516.0,广东 广州,卡姿兰官方旗舰店,//detail.tmall.com/item.htm?id=19195118839&ns=1&abbucket=13,638568.0,天猫,商家,其他,80-100,广东, 广州
135,171.0,蜜丝佛陀恒彩唇膏口红持久保湿滋润不易脱色姨妈色 专柜正品,79.0,501.0,上海,蜜丝佛陀官方旗舰店,//detail.tmall.com/item.htm?id=537827181409&ns=1&abbucket=13,39579.0,天猫,商家,其他,60-80,上海,上海
136,172.0,Dior/迪奥全新魅惑超模唇膏口红CD印膏体3.5G 银管976/639,235.0,511.0,浙江 杭州,小也官方旗舰店,//detail.tmall.com/item.htm?id=527742506944&ns=1&abbucket=13,120085.0,天猫,商家,Dior/迪奥,220-240,浙江, 杭州
137,173.0,轻雾感口红4色组合套装唇膏持妆不易脱色滋润唇膏西柚色颜控口红,98.0,10476.0,广东 广州,卡姿兰官方旗舰店,//detail.tmall.com/item.htm?id=557939814464&ns=1&abbucket=13,1026648.0,天猫,商家,其他,80-100,广东, 广州
140,176.0,雅诗兰黛口红倾慕哑光唇膏 持久保湿 防水不脱色 滋润,270.0,1218.0,浙江 杭州,雅诗兰黛官方旗舰店,//detail.tmall.com/item.htm?id=561941638855&ns=1&abbucket=13,328860.0,天猫,商家,其他,260-280,浙江, 杭州
142,178.0,LARME DE SIRENE/人鱼之水钻石口红桃花版持久保湿不脱色唇膏口红,219.0,327.0,江苏 无锡,人鱼之水化妆品旗舰店,//detail.tmall.com/item.htm?id=565551677494&ns=1&abbucket=13,71613.0,天猫,商家,其他,200-220,江苏, 无锡
154,190.0,卡姿兰口红持久保湿不脱色韩国防水小样抖音不沾杯正品唇釉套装,79.0,6928.0,广东 广州,兴美化妆品专营店,//detail.tmall.com/item.htm?id=555334031240&ns=1&abbucket=13,547312.0,天猫,商家,其他,60-80,广东, 广州
155,191.0,iope亦博口红44号42韩国lope千颂伊同款18唇膏ipoe来自星星的你41,139.0,40.0,上海,iope艾诺碧弘笑专卖店,//detail.tmall.com/item.htm?id=537689800066&ns=1&abbucket=13,5560.0,天猫,商家,其他,120-140,上海,上海
157,193.0,新西兰正品Karen Murrell天然孕妇口红怀孕专用期 可以吃的KM唇膏,109.0,5140.0,新西兰,careplus海外旗舰店,//detail.tmall.com/item.htm?id=560606232313&ns=1&abbucket=13,560260.0,天猫,商家,其他,100-120,新西兰,新西兰
160,196.0,Givenchy/纪梵希高定香榭天鹅绒唇膏 小羊皮口红304 315,355.0,653.0,上海,sephora丝芙兰官方旗舰店,//detail.tmall.com/item.htm?id=537916875111&ns=1&abbucket=13,231815.0,天猫,商家,Givenchy/纪梵希,340-360,上海,上海
176,212.0,BOBBI BROWN芭比波朗Crushed lip炙恋吻唇膏cranberry口红ruby,240.0,1890.0,浙江 嘉兴,芭比波朗官方旗舰店,//detail.tmall.com/item.htm?id=564753005555&ns=1&abbucket=13,453600.0,天猫,商家,其他,240-260,浙江, 嘉兴
177,213.0,肌肤之钥CPB口红光魅幻色唇膏 滋润显色 持久保湿不脱色 易上色,480.0,578.0,浙江 杭州,肌肤之钥官方旗舰店,//detail.tmall.com/item.htm?id=558010555302&ns=1&abbucket=13,277440.0,天猫,商家,其他,400以上,浙江, 杭州
179,215.0,蓝色之恋口红持久保湿不易脱色防水学生不沾杯正品姨妈豆沙非韩国,39.9,21544.0,广东 广州,蓝色之恋旗舰店,//detail.tmall.com/item.htm?id=43225955050&ns=1&abbucket=13,859605.6,天猫,商家,其他,20-40,广东, 广州
182,218.0,Dior/迪奥2017新款黑管瘾诱超模漆光唇釉口红唇膏757/744/877/740,199.0,781.0,香港 新界,骏然海外专营店,//detail.tmall.com/item.htm?id=548602638121&ns=1&abbucket=13,155419.0,天猫,商家,Dior/迪奥,180-200,香港, 新界
185,221.0,水密码粉蓝魔方口红套装斩男色西柚色不脱色学生款可爱咬唇妆唇膏,69.0,2170.0,广东 广州,水密码旗舰店,//detail.tmall.com/item.htm?id=558833730254&ns=1&abbucket=13,149730.0,天猫,商家,其他,60-80,广东, 广州
193,229.0,巴黎欧莱雅口红王源色小蛮腰唇釉314 308彩妆旗舰店官网正品专柜,88.0,537.0,江苏 苏州,loreal欧莱雅博尼达专卖,//detail.tmall.com/item.htm?id=564749432857&ns=1&abbucket=13,47256.0,天猫,商家,其他,80-100,江苏, 苏州
196,232.0,意大利KIKO口红唇膏9系4系小黑管 滋润唇膏豆沙色玫瑰色407#,58.0,7521.0,香港 新界,钤濎行海外专营店,//detail.tmall.com/item.htm?id=540340017950&ns=1&abbucket=13,436218.0,天猫,商家,其他,40-60,香港, 新界
200,236.0,资泊丽正品哑光口红持久保湿不脱色防水唇膏豆沙色咬唇学生非韩国,36.9,41463.0,浙江 丽水,资泊丽旗舰店,//detail.tmall.com/item.htm?id=551909182543&ns=1&abbucket=13,1529984.7,天猫,商家,其他,20-40,浙江, 丽水
201,237.0,bourjois/妙巴黎天鹅绒彩唇釉7.7ml 哑光口红唇膏持久保湿不脱色,129.0,3565.0,浙江 杭州,妙巴黎旗舰店,//detail.tmall.com/item.htm?id=556812592632&ns=1&abbucket=13,459885.0,天猫,商家,其他,120-140,浙江, 杭州
206,242.0,口红唇膏正品持久保湿不容易脱色不容易沾杯西柚姨妈狗抖音学生,29.9,450.0,广东 汕头,冰之恋化妆品旗舰店,//detail.tmall.com/item.htm?id=566474612975&ns=1&abbucket=13,13455.0,天猫,商家,其他,20-40,广东, 汕头
218,254.0,洛梵诗口红持久保湿西柚色不脱色橘红色韩国学生款可爱防水复古红,28.9,12198.0,广东 广州,洛梵诗旗舰店,//detail.tmall.com/item.htm?id=564908796206&ns=1&abbucket=13,352522.2,天猫,商家,其他,20-40,广东, 广州
230,266.0,BOBBIBROWN芭比波朗金管唇膏持久保湿不脱色豆沙色枫叶色正品口红,300.0,484.0,浙江 嘉兴,芭比波朗官方旗舰店,//detail.tmall.com/item.htm?id=528095277073&ns=1&abbucket=13,145200.0,天猫,商家,其他,300-320,浙江, 嘉兴
235,271.0,B. by BANILA芭妮兰唇上画色雾哑口红唇膏不沾杯不易褪色专柜正品,98.0,216.0,上海,芭妮兰官方旗舰店,//detail.tmall.com/item.htm?id=564021354956&ns=1&abbucket=13,21168.0,天猫,商家,其他,80-100,上海,上海
237,273.0,JILL STUART蕾丝花漾恋唇膏5g 方管口红日本进口 施华洛世奇正品,220.0,119.0,上海,jillstuart官方旗舰店,//detail.tmall.com/item.htm?id=537325025263&ns=1&abbucket=13,26180.0,天猫,商家,其他,220-240,上海,上海
240,276.0,正品 Dior迪奥魅惑粉漾润唇膏3.5g 变色唇膏口红持久保湿补水滋润,196.0,3014.0,香港 九龙,梓薇国际海外专营店,//detail.tmall.com/item.htm?id=38529255423&ns=1&abbucket=13,590744.0,天猫,商家,Dior/迪奥,180-200,香港, 九龙
241,277.0,ZEESEA滋色雾面哑光口红持久保湿非不脱色不沾杯正品奶茶色枫叶红,79.0,6694.0,广东 广州,zeesea旗舰店,//detail.tmall.com/item.htm?id=564742907064&ns=1&abbucket=13,528826.0,天猫,商家,其他,60-80,广东, 广州
243,279.0,Whoo后口红拱辰享美奢华唇膏3.5g 滋润显色 不易脱妆 官方直售,315.0,115.0,江苏 苏州,后官方旗舰店,//detail.tmall.com/item.htm?id=44320295982&ns=1&abbucket=13,36225.0,天猫,商家,其他,300-320,江苏, 苏州
247,283.0,肌肤之钥CPB口红唇釉 绝色唇釉 持久保湿滋润 显色易上色咬唇妆,330.0,637.0,浙江 杭州,肌肤之钥官方旗舰店,//detail.tmall.com/item.htm?id=539158133071&ns=1&abbucket=13,210210.0,天猫,商家,其他,320-340,浙江, 杭州
253,289.0,UKISS/悠珂思苏芳奶茶雾面丝绒口红滋润保湿南瓜豆沙哑光孕妇唇膏,59.0,23670.0,上海,ukiss旗舰店,//detail.tmall.com/item.htm?id=560100147790&ns=1&abbucket=13,1396530.0,天猫,商家,其他,40-60,上海,上海
256,292.0,【直营】Dior迪奥 烈焰蓝金唇膏 CD口红傲姿唇膏 3.5g 999 080,259.0,2164.0,浙江 杭州,天猫国际官方直营,//detail.tmall.com/item.htm?id=550089065029&ns=1&abbucket=13,560476.0,天猫,商家,Dior/迪奥,240-260,浙江, 杭州
262,298.0,胡萝卜素口红持久保湿不脱色韩国防水果冻不沾杯变色唇膏孕妇正品,32.8,25317.0,广东 广州,薇罗尼卡旗舰店,//detail.tmall.com/item.htm?id=555029027096&ns=1&abbucket=13,830397.6,天猫,商家,其他,20-40,广东, 广州
264,300.0,南瓜色口红脏橘色持久不易沾杯不脱色咬唇妆姨妈西柚豆沙保湿哑光,46.0,7100.0,广东 广州,toorune肽润旗舰店,//detail.tmall.com/item.htm?id=550441522078&ns=1&abbucket=13,326600.0,天猫,商家,其他,40-60,广东, 广州
272,308.0,Dior/迪奥全新烈艳蓝金唇膏3.5g 999/888/567哑光滋润豆沙色口红,228.0,367.0,北京,碧凡化妆品专营店,//detail.tmall.com/item.htm?id=42931291690&ns=1&abbucket=13,83676.0,天猫,商家,Dior/迪奥,220-240,北京,北京
282,318.0,LARME DE SIRENE/人鱼之水钻石口红滋润显色保湿持久豆沙色唇膏,199.0,292.0,江苏 无锡,人鱼之水化妆品旗舰店,//detail.tmall.com/item.htm?id=557792230768&ns=1&abbucket=13,58108.0,天猫,商家,其他,180-200,江苏, 无锡
284,320.0,【直营】肌肤之钥CPB蔷薇瑰丽口红311 313 315 芯+壳,415.0,498.0,浙江 杭州,天猫国际官方直营,//detail.tmall.com/item.htm?id=547322199878&ns=1&abbucket=13,206670.0,天猫,商家,其他,400以上,浙江, 杭州
286,322.0,倩碧口红甜心撞色小方唇膏 持久不脱色双唇清爽,175.0,227.0,浙江 杭州,clinique倩碧官方旗舰店,//detail.tmall.com/item.htm?id=520166171671&ns=1&abbucket=13,39725.0,天猫,商家,其他,160-180,浙江, 杭州
302,338.0,Dior迪奥固体唇釉魅惑釉唇膏口红新款漆光正品744/857/877/740,198.0,1024.0,浙江 杭州,小也官方旗舰店,//detail.tmall.com/item.htm?id=549659070581&ns=1&abbucket=13,202752.0,天猫,商家,Dior/迪奥,180-200,浙江, 杭州
307,343.0,巴黎欧莱雅纷泽口红RB301枫叶红619秋叶南瓜色专柜正品旗舰店官网,106.0,2435.0,上海,欧莱雅美洁金信专卖店,//detail.tmall.com/item.htm?id=535679373173&ns=1&abbucket=13,258110.0,天猫,商家,其他,100-120,上海,上海
311,347.0,稚优泉哑光口红小样套装丝绒保湿滋润迷你可爱学生豆沙南瓜钻红色,99.0,5957.0,上海,稚优泉化妆品旗舰店,//detail.tmall.com/item.htm?id=553204900050&ns=1&abbucket=13,589743.0,天猫,商家,Chioture/稚优泉,80-100,上海,上海
316,352.0,卡姿兰口红持久保湿不脱色不沾杯韩国防水学生款星空抖音同款正品,99.0,3750.0,北京,卡姿兰宏达美景专卖店,//detail.tmall.com/item.htm?id=35090351008&ns=1&abbucket=13,371250.0,天猫,商家,其他,80-100,北京,北京
317,353.0,卡姿兰口红星空限量版不掉色持久保湿不脱色韩国学生不沾杯正品,99.0,659.0,江苏 常州,诗唯雅化妆品专营店,//detail.tmall.com/item.htm?id=42901469878&ns=1&abbucket=13,65241.0,天猫,商家,其他,80-100,江苏, 常州
328,365.0,sum37度呼吸花瓣发酵口红持久保湿不脱色 苏秘彩妆花瓣唇膏韩国女,200.0,395.0,浙江 杭州,sum37官方旗舰店,//detail.tmall.com/item.htm?id=548442429413&ns=1&abbucket=13,79000.0,天猫,商家,其他,200-220,浙江, 杭州
336,373.0,欧莱雅唇釉王源热荐源色小蛮腰314恒放溢彩雾感口红玫瑰豆沙色,105.0,6580.0,江苏 苏州,欧莱雅彩妆旗舰店,//detail.tmall.com/item.htm?id=563236264114&ns=1&abbucket=13,690900.0,天猫,商家,其他,100-120,江苏, 苏州
347,384.0,唇釉咬唇妆唇液南瓜哑光唇蜜口红液体唇彩保湿滋润不脱色防水持久,29.0,13131.0,广东 广州,toorune肽润旗舰店,//detail.tmall.com/item.htm?id=564536974315&ns=1&abbucket=13,380799.0,天猫,商家,其他,20-40,广东, 广州
355,392.0,【直营】Dior迪奥全新魅惑超模唇膏 瘾诱超模口红银管 3.5g 976,249.0,1129.0,浙江 杭州,天猫国际官方直营,//detail.tmall.com/item.htm?id=549211890664&ns=1&abbucket=13,281121.0,天猫,商家,Dior/迪奥,240-260,浙江, 杭州
356,393.0,ROZO口红持久保湿不脱色防水不沾杯套装姨妈南瓜豆沙色学生非韩国,19.8,49446.0,湖北 武汉,rozo旗舰店,//detail.tmall.com/item.htm?id=545908453759&ns=1&abbucket=13,979030.8,天猫,商家,其他,0-20,湖北, 武汉
361,398.0,绿缘萝口红持久保湿唇膏不易脱色豆沙西柚色韩国防水正品抖音同款,59.0,1296.0,河北 唐山,绿缘萝旗舰店,//detail.tmall.com/item.htm?id=543843329782&ns=1&abbucket=13,76464.0,天猫,商家,其他,40-60,河北, 唐山
367,404.0,【升级款】Givenchy/纪梵希禁忌之吻霓虹唇膏口红滋润保湿13 16,320.0,147.0,上海,sephora丝芙兰官方旗舰店,//detail.tmall.com/item.htm?id=553410627904&ns=1&abbucket=13,47040.0,天猫,商家,Givenchy/纪梵希,320-340,上海,上海
370,407.0,韩熙贞口红持久保湿不脱色韩国防水哑光豆沙色唇彩正品学生款可爱,39.9,8180.0,广东 广州,韩熙贞旗舰店,//detail.tmall.com/item.htm?id=18799237488&ns=1&abbucket=13,326382.0,天猫,商家,其他,20-40,广东, 广州
373,410.0,卡姿兰口红持久保湿不脱色韩国防水不沾杯小样礼套装抖音同款正品,99.0,726.0,安徽 芜湖,卡姿兰美诗专卖店,//detail.tmall.com/item.htm?id=564618046377&ns=1&abbucket=13,71874.0,天猫,商家,其他,80-100,安徽, 芜湖
375,412.0,BLEUNUIT/深蓝彩妆炫金恒彩唇膏口红保湿持久不易脱色掉色咬唇,134.0,109.0,江苏 徐州,深蓝彩妆旗舰店,//detail.tmall.com/item.htm?id=554864886114&ns=1&abbucket=13,14606.0,天猫,商家,其他,120-140,江苏, 徐州
376,413.0,NARS纳斯唇膏笔丝绒迷雾哑光口红豆沙色dolce vita dragon girl,68.0,511.0,香港 新界,美丽聚海外专营店,//detail.tmall.com/item.htm?id=551678054190&ns=1&abbucket=13,34748.0,天猫,商家,其他,60-80,香港, 新界
380,417.0,葆玛蕾敦口红套装持久保湿不易脱色迷你小样组合正品豆沙多色一盒,49.0,6296.0,广东 广州,葆玛蕾敦旗舰店,//detail.tmall.com/item.htm?id=551170298814&ns=1&abbucket=13,308504.0,天猫,商家,其他,40-60,广东, 广州
385,422.0,卡姿兰限量版口红正品持久保湿不脱色韩国防水星空抖音口红学生款,109.0,1241.0,江苏 常州,诗唯雅化妆品专营店,//detail.tmall.com/item.htm?id=558634813433&ns=1&abbucket=13,135269.0,天猫,商家,其他,100-120,江苏, 常州
388,425.0,Spenny/诗佩妮诱吻迷情雾面丝绒哑光口红不脱色 豆沙枫叶枣红焦糖,32.0,12827.0,浙江 金华,诗佩妮旗舰店,//detail.tmall.com/item.htm?id=562436556485&ns=1&abbucket=13,410464.0,天猫,商家,其他,20-40,浙江, 金华
395,432.0,丽扬大理石口红持久保湿不脱色防水ins超火高颜值唇膏网红学生款,39.0,3790.0,广东 广州,丽扬化妆品旗舰店,//detail.tmall.com/item.htm?id=566878398003&ns=1&abbucket=13,147810.0,天猫,商家,其他,20-40,广东, 广州
399,436.0,朵色柔雾水润新品唇釉口红不易沾杯不易掉色红唇彩唇膏化妆品全套,88.0,189.0,北京,通万化妆品专营店,//detail.tmall.com/item.htm?id=561269439623&ns=1&abbucket=13,16632.0,天猫,商家,其他,80-100,北京,北京
416,453.0,倩碧口红蜡笔小胖唇膏笔水润双唇持久显色,160.0,296.0,浙江 杭州,clinique倩碧官方旗舰店,//detail.tmall.com/item.htm?id=18296033106&ns=1&abbucket=13,47360.0,天猫,商家,其他,160-180,浙江, 杭州
423,460.0,卡姿兰口红丝缎美形唇膏保湿口红易上色持妆滋润唇膏彩妆,49.0,2218.0,广东 广州,卡姿兰官方旗舰店,//detail.tmall.com/item.htm?id=12800177960&ns=1&abbucket=13,108682.0,天猫,商家,其他,40-60,广东, 广州
427,464.0,shu uemura植村秀马力欧染唇笔fall amber口红染唇液唇膏持久滋润,230.0,78.0,上海,植村秀官方旗舰店,//detail.tmall.com/item.htm?id=553646790781&ns=1&abbucket=13,17940.0,天猫,商家,其他,220-240,上海,上海
429,466.0,卡姿兰口红持久保湿不脱色不沾杯防水唇膏颜控学生款可爱网红正品,119.0,61.0,北京,卡姿兰瑞鼎诚专卖店,//detail.tmall.com/item.htm?id=558643089813&ns=1&abbucket=13,7259.0,天猫,商家,其他,100-120,北京,北京
433,470.0,雅诗兰黛唇膏口红精油唇膏 枫叶色 持久滋润 防水不脱色,270.0,1415.0,浙江 杭州,雅诗兰黛官方旗舰店,//detail.tmall.com/item.htm?id=554544294672&ns=1&abbucket=13,382050.0,天猫,商家,其他,260-280,浙江, 杭州
436,473.0,tomford汤姆福特tf口红唇膏黑管10 15 16白管03 05 07 08 09正品,266.0,951.0,香港 新界,依时国际化妆品海外专营店,//detail.tmall.com/item.htm?id=566056287448&ns=1&abbucket=13,252966.0,天猫,商家,Ford/福特,260-280,香港, 新界
437,474.0,卡姿兰口红小样套装持久保湿不脱色韩国防水抖音组合装多色一盒,99.0,3096.0,广东 广州,卡姿兰丽尚专卖店,//detail.tmall.com/item.htm?id=564036877731&ns=1&abbucket=13,306504.0,天猫,商家,其他,80-100,广东, 广州
446,483.0,兰瑟锁色唇膏真丝派口红姨妈色保湿不易脱色雾面哑光专柜正品,139.0,768.0,广东 广州,兰瑟化妆品旗舰店,//detail.tmall.com/item.htm?id=538961436423&ns=1&abbucket=13,106752.0,天猫,商家,其他,120-140,广东, 广州
449,486.0,Burt's Bees美国小蜜蜂天然口红持久保湿润唇膏*2有色滋润防干裂,84.0,701.0,浙江 杭州,伯特小蜜蜂海外旗舰店,//detail.tmall.com/item.htm?id=550002563180&ns=1&abbucket=13,58884.0,天猫,商家,其他,80-100,浙江, 杭州
457,494.0,透真口红唇膏保湿不易脱色咬唇妆南瓜色豆沙色网红学生款可爱正品,69.9,6669.0,广东 广州,透真旗舰店,//detail.tmall.com/item.htm?id=522553238470&ns=1&abbucket=13,466163.10000000003,天猫,商家,其他,60-80,广东, 广州
459,496.0,3支 变色口红持久保湿补水不脱色不沾杯果冻韩国防水温变滋润唇膏,18.9,14173.0,浙江 金华,健美创研旗舰店,//detail.tmall.com/item.htm?id=563220922297&ns=1&abbucket=13,267869.69999999995,天猫,商家,其他,0-20,浙江, 金华
460,497.0,正品CHANEL香奈儿口红丝绒炫亮魅力唇膏42/43/94/116稀有色,255.0,1509.0,香港 九龙,梓薇国际海外专营店,//detail.tmall.com/item.htm?id=38713859630&ns=1&abbucket=13,384795.0,天猫,商家,Chanel/香奈儿,240-260,香港, 九龙
